"","date","quarter","department","day","team","targeted_productivity","smv","wip","over_time","incentive","idle_time","idle_men","no_of_style_change","no_of_workers","actual_productivity"
"490","1/28/2015","Quarter4","sweing","Wednesday",12,0.75,15.26,1429,3600,45,0,0,0,35,0.750283333
"491","1/28/2015","Quarter4","finishing ","Wednesday",4,0.8,4.3,0,1440,0,0,0,0,12,0.722638889
"492","1/28/2015","Quarter4","finishing ","Wednesday",8,0.65,4.15,0,960,0,0,0,0,8,0.553333333
"493","1/28/2015","Quarter4","sweing","Wednesday",11,0.5,20.1,1413,5880,46,0,0,0,54,0.500567308
"494","1/28/2015","Quarter4","sweing","Wednesday",8,0.7,38.09,336,6240,0,0,0,0,52,0.467693269
"495","1/28/2015","Quarter4","sweing","Wednesday",6,0.35,18.79,511,1800,23,0,0,0,32,0.437995338
"496","1/28/2015","Quarter4","finishing ","Wednesday",7,0.6,3.94,0,960,0,0,0,0,8,0.406354167
"497","1/28/2015","Quarter4","sweing","Wednesday",7,0.6,23.54,958,6600,0,0,0,0,55,0.285333333
"498","1/28/2015","Quarter4","finishing ","Wednesday",11,0.5,2.9,0,960,0,0,0,0,8,0.259375
"499","1/29/2015","Quarter5","sweing","Thursday",2,0.8,22.52,1416,6840,113,0,0,0,57,1.000230409
"500","1/29/2015","Quarter5","finishing ","Thursday",4,0.8,4.3,0,1200,0,0,0,0,10,0.989
"501","1/29/2015","Quarter5","sweing","Thursday",3,0.8,22.52,1287,6840,100,0,0,0,57,0.950185965
"502","1/29/2015","Quarter5","sweing","Thursday",4,0.8,22.52,1444,6900,88,0,0,0,57.5,0.9008
"503","1/29/2015","Quarter5","sweing","Thursday",10,0.8,22.52,1088,6720,88,0,0,0,56,0.900129762
"504","1/29/2015","Quarter5","finishing ","Thursday",6,0.5,2.9,0,1200,0,0,0,0,10,0.899
"505","1/29/2015","Quarter5","finishing ","Thursday",8,0.65,4.15,0,960,0,0,0,0,8,0.877552083
"506","1/29/2015","Quarter5","finishing ","Thursday",11,0.6,2.9,0,960,0,0,0,0,8,0.864583333
"507","1/29/2015","Quarter5","finishing ","Thursday",10,0.8,3.94,0,1200,0,0,0,0,10,0.85695
"508","1/29/2015","Quarter5","finishing ","Thursday",1,0.75,3.94,0,1200,0,0,0,0,10,0.853666667
"509","1/29/2015","Quarter5","sweing","Thursday",1,0.75,22.94,1579,6960,81,0,0,0,58,0.850362069
"510","1/29/2015","Quarter5","sweing","Thursday",9,0.7,29.12,1170,6960,53,0,0,0,58,0.850170115
"511","1/29/2015","Quarter5","sweing","Thursday",5,0.65,20.79,1015,7080,81,0,0,0,59,0.800473729
"512","1/29/2015","Quarter5","finishing ","Thursday",2,0.8,3.94,0,1200,0,0,0,0,10,0.773333333
"513","1/29/2015","Quarter5","sweing","Thursday",12,0.75,15.26,1436,4200,45,0,0,0,35,0.750646667
"514","1/29/2015","Quarter5","finishing ","Thursday",12,0.75,4.08,0,1080,0,0,0,0,9,0.634666667
"515","1/29/2015","Quarter5","sweing","Thursday",11,0.6,20.1,1601,4320,46,0,0,0,51,0.60059761
"516","1/29/2015","Quarter5","sweing","Thursday",6,0.5,18.79,717,3960,23,0,0,0,33,0.500117677
"517","1/29/2015","Quarter5","finishing ","Thursday",3,0.8,3.94,0,960,0,0,0,0,8,0.4925
"518","1/29/2015","Quarter5","sweing","Thursday",7,0.65,23.54,830,6600,0,0,0,0,55,0.48792
"519","1/31/2015","Quarter5","sweing","Saturday",3,0.8,22.52,1136,6960,113,0,0,0,58,1.000457471
"520","1/31/2015","Quarter5","sweing","Saturday",2,0.8,22.52,1397,6840,113,0,0,0,57,1.000230409
"521","1/31/2015","Quarter5","finishing ","Saturday",2,0.8,3.94,0,1200,0,0,0,0,10,0.971866667
"522","1/31/2015","Quarter5","finishing ","Saturday",3,0.8,3.94,0,960,0,0,0,0,8,0.971866667
"523","1/31/2015","Quarter5","finishing ","Saturday",4,0.8,3.94,0,1200,0,0,0,0,10,0.971866667
"524","1/31/2015","Quarter5","finishing ","Saturday",10,0.8,3.94,0,1200,0,0,0,0,10,0.971866667
"525","1/31/2015","Quarter5","finishing ","Saturday",1,0.75,3.94,0,1800,0,0,0,0,15,0.971866667
"526","1/31/2015","Quarter5","finishing ","Saturday",9,0.75,3.94,0,240,0,0,0,0,2,0.971866667
"527","1/31/2015","Quarter5","finishing ","Saturday",12,0.75,4.08,0,1080,0,0,0,0,9,0.971866667
"528","1/31/2015","Quarter5","finishing ","Saturday",5,0.7,3.94,0,240,0,0,0,0,2,0.971866667
"529","1/31/2015","Quarter5","finishing ","Saturday",7,0.7,3.94,0,1200,0,0,0,0,10,0.971866667
"530","1/31/2015","Quarter5","finishing ","Saturday",8,0.65,3.94,0,960,0,0,0,0,8,0.971866667
"531","1/31/2015","Quarter5","finishing ","Saturday",11,0.65,3.94,0,600,0,0,0,0,5,0.971866667
"532","1/31/2015","Quarter5","finishing ","Saturday",6,0.6,3.94,0,1200,0,0,0,0,10,0.971866667
"533","1/31/2015","Quarter5","sweing","Saturday",10,0.8,22.52,1116,6720,93,0,0,0,56,0.920236905
"534","1/31/2015","Quarter5","sweing","Saturday",4,0.8,22.52,1432,6660,88,0,0,0,57.5,0.900537069
"535","1/31/2015","Quarter5","sweing","Saturday",9,0.75,29.12,1082,6840,81,0,0,0,57,0.850610526
"536","1/31/2015","Quarter5","sweing","Saturday",1,0.75,22.94,1502,6960,81,0,0,0,58,0.850362069
"537","1/31/2015","Quarter5","sweing","Saturday",12,0.75,15.26,1209,4200,45,0,0,0,35,0.750646667
"538","1/31/2015","Quarter5","sweing","Saturday",5,0.7,50.89,282,5880,56,0,0,0,59,0.656763743
"539","1/31/2015","Quarter5","sweing","Saturday",11,0.65,20.1,1417,6480,49,0,0,0,54,0.650148148
"540","1/31/2015","Quarter5","sweing","Saturday",6,0.6,18.79,799,3960,23,0,0,0,33,0.600710606
"541","1/31/2015","Quarter5","sweing","Saturday",7,0.7,23.54,1109,6720,0,0,0,0,56,0.388830357
"542","1/31/2015","Quarter5","sweing","Saturday",8,0.5,23.54,1144,6480,0,0,0,0,54,0.286984568
"543","02/01/15","Quarter1","finishing ","Sunday",8,0.65,4.15,0,960,0,0,0,0,8,1.0115625
"544","02/01/15","Quarter1","sweing","Sunday",2,0.8,22.52,1396,6900,113,0,0,0,57.5,1.000671304
"545","02/01/15","Quarter1","sweing","Sunday",1,0.8,22.94,1582,3060,113,0,0,0,58.5,1.000402055
"546","02/01/15","Quarter1","finishing ","Sunday",1,0.75,3.94,0,2280,0,0,0,0,19,0.950438596
"547","02/01/15","Quarter1","sweing","Sunday",3,0.8,22.52,1124,6840,100,0,0,0,57,0.950185965
"548","02/01/15","Quarter1","finishing ","Sunday",2,0.8,3.94,0,1200,0,0,0,0,10,0.912766667
"549","02/01/15","Quarter1","finishing ","Sunday",7,0.7,3.94,0,2160,0,0,0,0,18,0.892194444
"550","02/01/15","Quarter1","finishing ","Sunday",10,0.8,3.94,0,1200,0,0,0,0,10,0.8865
"551","02/01/15","Quarter1","sweing","Sunday",10,0.8,22.52,1282,6720,75,0,0,0,56,0.850532143
"552","02/01/15","Quarter1","sweing","Sunday",4,0.8,22.52,1472,7020,60,0,0,0,58.5,0.85011396
"553","02/01/15","Quarter1","finishing ","Sunday",4,0.8,4.3,0,1440,0,0,0,0,12,0.845069444
"554","02/01/15","Quarter1","sweing","Sunday",9,0.75,29.12,1282,6960,45,0,0,0,58,0.750593103
"555","02/01/15","Quarter1","sweing","Sunday",12,0.75,15.26,1276,1440,45,0,0,0,35,0.750450658
"556","02/01/15","Quarter1","finishing ","Sunday",12,0.75,4.08,0,1080,0,0,0,0,9,0.702666667
"557","02/01/15","Quarter1","sweing","Sunday",11,0.7,20.1,1192,6120,75,0,0,0,54,0.700508929
"558","02/01/15","Quarter1","sweing","Sunday",6,0.65,18.79,881,3960,26,0,0,0,33,0.651007071
"559","02/01/15","Quarter1","sweing","Sunday",8,0.6,24.26,1196,6600,0,0,0,0,55,0.466821212
"560","02/01/15","Quarter1","sweing","Sunday",7,0.7,24.26,1400,6720,0,0,0,0,56,0.411553571
"561","02/01/15","Quarter1","finishing ","Sunday",6,0.6,2.9,0,1200,0,0,0,0,10,0.314166667
"562","02/02/15","Quarter1","sweing","Monday",1,0.8,22.94,16882,7020,113,0,0,0,58.5,1.000602279
"563","02/02/15","Quarter1","finishing ","Monday",9,0.75,3.94,0,960,0,0,0,0,8,0.994270833
"564","02/02/15","Quarter1","sweing","Monday",2,0.8,22.52,21385,7020,88,0,0,0,58.5,0.900158405
"565","02/02/15","Quarter1","sweing","Monday",3,0.8,22.52,21266,6840,70,0,0,0,57,0.90014152
"566","02/02/15","Quarter1","sweing","Monday",10,0.8,22.52,21540,6720,88,0,0,0,56,0.900129762
"567","02/02/15","Quarter1","finishing ","Monday",10,0.8,3.94,0,1200,0,0,0,0,10,0.85695
"568","02/02/15","Quarter1","finishing ","Monday",4,0.8,4.3,0,1440,0,0,0,0,12,0.809236111
"569","02/02/15","Quarter1","sweing","Monday",12,0.8,15.26,12261,3600,63,0,0,0,35,0.800401961
"570","02/02/15","Quarter1","sweing","Monday",4,0.8,22.52,23122,5940,50,0,0,0,56.5,0.800393224
"571","02/02/15","Quarter1","sweing","Monday",9,0.75,29.12,8992,6960,55,0,0,0,58,0.799963218
"572","02/02/15","Quarter1","finishing ","Monday",12,0.75,4.08,0,1080,0,0,0,0,9,0.740444444
"573","02/02/15","Quarter1","sweing","Monday",11,0.7,20.55,9792,6480,60,0,0,0,54,0.700398148
"574","02/02/15","Quarter1","sweing","Monday",6,0.7,18.79,2984,3960,30,0,0,0,33,0.700354545
"575","02/02/15","Quarter1","finishing ","Monday",8,0.65,4.15,0,960,0,0,0,0,8,0.561979167
"576","02/02/15","Quarter1","finishing ","Monday",1,0.75,3.94,0,2280,0,0,0,0,19,0.504596491
"577","02/02/15","Quarter1","sweing","Monday",5,0.5,30.1,839,6960,0,0,0,0,58,0.500801724
"578","02/02/15","Quarter1","sweing","Monday",7,0.7,24.26,2698,6720,0,0,0,0,56,0.295307738
"579","02/02/15","Quarter1","finishing ","Monday",6,0.6,2.9,0,1200,0,0,0,0,10,0.280333333
"580","02/02/15","Quarter1","sweing","Monday",8,0.65,24.26,1435,6600,0,0,0,0,55,0.260978788
"581","02/03/15","Quarter1","finishing ","Tuesday",2,0.8,3.94,0,2400,0,0,0,0,20,1.001416667
"582","02/03/15","Quarter1","sweing","Tuesday",1,0.8,22.52,1500,6900,113,0,0,0,57.5,1.000018551
"583","02/03/15","Quarter1","sweing","Tuesday",10,0.8,22.52,1188,6720,90,0,0,0,56,0.999995238
"584","02/03/15","Quarter1","finishing ","Tuesday",1,0.8,3.94,0,1200,0,0,0,0,10,0.99485
"585","02/03/15","Quarter1","finishing ","Tuesday",8,0.7,4.15,0,960,0,0,0,0,8,0.976979167
"586","02/03/15","Quarter1","sweing","Tuesday",3,0.8,22.52,1112,6840,100,0,0,0,57,0.950185965
"587","02/03/15","Quarter1","sweing","Tuesday",2,0.8,22.52,1452,6960,100,0,0,0,58,0.949981609
"588","02/03/15","Quarter1","finishing ","Tuesday",9,0.75,3.94,0,1320,0,0,0,0,11,0.919954545
"589","02/03/15","Quarter1","sweing","Tuesday",4,0.8,22.52,340,5460,63,0,0,0,56.5,0.800434622
"590","02/03/15","Quarter1","sweing","Tuesday",12,0.8,15.26,1029,2040,50,0,0,0,35,0.800259023
"591","02/03/15","Quarter1","finishing ","Tuesday",12,0.8,4.08,0,1080,0,0,0,0,9,0.778222222
"592","02/03/15","Quarter1","sweing","Tuesday",9,0.75,29.12,1070,6960,34,0,0,0,58,0.750593103
"593","02/03/15","Quarter1","sweing","Tuesday",11,0.7,25.31,946,5760,60,0,0,0,54,0.700513566
"594","02/03/15","Quarter1","sweing","Tuesday",6,0.7,18.79,913,4020,30,0,0,0,33.5,0.700184577
"595","02/03/15","Quarter1","sweing","Tuesday",8,0.7,24.26,1363,6660,0,0,0,0,55.5,0.586465465
"596","02/03/15","Quarter1","sweing","Tuesday",7,0.7,24.26,1639,6720,0,0,0,0,56,0.541517857
"597","02/03/15","Quarter1","finishing ","Tuesday",4,0.8,4.3,0,1440,0,0,0,0,12,0.5375
"598","02/03/15","Quarter1","finishing ","Tuesday",6,0.7,2.9,0,960,0,0,0,0,8,0.495416667
"599","02/03/15","Quarter1","sweing","Tuesday",5,0.6,30.1,415,6960,0,0,0,0,58,0.415172414
"600","02/04/15","Quarter1","sweing","Wednesday",2,0.8,22.52,1263,6900,100,0,0,0,57.5,1.05028058
"601","02/04/15","Quarter1","sweing","Wednesday",3,0.8,22.52,968,6840,113,0,0,0,57,1.000230409
"602","02/04/15","Quarter1","sweing","Wednesday",10,0.8,22.52,1108,6720,113,0,0,0,56,0.999995238
"603","02/04/15","Quarter1","finishing","Wednesday",2,0.8,3.94,0,2160,0,0,0,0,18,0.966759259
"604","02/04/15","Quarter1","finishing","Wednesday",1,0.8,3.94,0,1200,0,0,0,0,10,0.929183333
"605","02/04/15","Quarter1","finishing","Wednesday",8,0.7,4.15,0,3000,0,0,0,0,25,0.915766667
"606","02/04/15","Quarter1","sweing","Wednesday",1,0.8,22.52,1532,6900,88,0,0,0,57.5,0.900147246
"607","02/04/15","Quarter1","sweing","Wednesday",12,0.8,15.26,1094,4080,38,0,0,0,34,0.800401961
"608","02/04/15","Quarter1","sweing","Wednesday",9,0.8,22.52,1086,6960,50,0,0,0,58,0.799963218
"609","02/04/15","Quarter1","finishing","Wednesday",7,0.7,3.94,0,960,0,0,0,0,8,0.779791667
"610","02/04/15","Quarter1","finishing","Wednesday",9,0.75,3.94,0,960,0,0,0,0,8,0.755166667
"611","02/04/15","Quarter1","sweing","Wednesday",6,0.7,18.79,941,3360,30,0,0,0,33,0.700710417
"612","02/04/15","Quarter1","sweing","Wednesday",7,0.7,24.26,1471,6960,0,0,0,0,58,0.700612069
"613","02/04/15","Quarter1","sweing","Wednesday",11,0.7,10.05,1042,6120,60,0,0,0,53,0.700278846
"614","02/04/15","Quarter1","sweing","Wednesday",8,0.7,29.12,1248,6840,0,0,0,0,57,0.700135088
"615","02/04/15","Quarter1","finishing ","Wednesday",12,0.8,4.08,0,1080,0,0,0,0,9,0.687555556
"616","02/04/15","Quarter1","sweing","Wednesday",5,0.65,30.1,326,5820,0,90,10,0,58.5,0.650834808
"617","02/04/15","Quarter1","finishing","Wednesday",6,0.7,2.9,0,960,0,0,0,0,8,0.531666667
"618","02/04/15","Quarter1","sweing","Wednesday",4,0.35,30.1,287,6060,23,150,15,0,55.5,0.350706422
"619","02/05/15","Quarter1","sweing","Thursday",2,0.8,22.52,1300,6780,113,0,0,0,56.5,1.000446018
"620","02/05/15","Quarter1","sweing","Thursday",1,0.8,22.52,1485,6900,113,0,0,0,57.5,1.000018551
"621","02/05/15","Quarter1","sweing","Thursday",10,0.8,22.52,1039,6720,113,0,0,0,56,0.999995238
"622","02/05/15","Quarter1","finishing","Thursday",2,0.8,3.94,0,2640,0,0,0,0,22,0.999924242
"623","02/05/15","Quarter1","sweing","Thursday",3,0.8,22.52,1063,6840,100,0,0,0,57,0.950185965
"624","02/05/15","Quarter1","finishing","Thursday",6,0.7,2.9,0,960,0,0,0,0,8,0.9425
"625","02/05/15","Quarter1","finishing","Thursday",12,0.8,4.08,0,1080,0,0,0,0,9,0.906666667
"626","02/05/15","Quarter1","finishing","Thursday",7,0.7,3.94,0,1200,0,0,0,0,10,0.8471
"627","02/05/15","Quarter1","finishing","Thursday",1,0.8,3.94,0,1440,0,0,0,0,12,0.845458333
"628","02/05/15","Quarter1","sweing","Thursday",12,0.8,15.26,1083,720,38,0,0,0,34,0.800612676
"629","02/05/15","Quarter1","sweing","Thursday",9,0.8,29.12,1069,6960,50,0,0,0,58,0.799963218
"630","02/05/15","Quarter1","finishing","Thursday",10,0.8,3.94,0,960,0,0,0,0,8,0.771583333
"631","02/05/15","Quarter1","sweing","Thursday",11,0.75,10.05,668,2520,34,0,0,0,26,0.7504
"632","02/05/15","Quarter1","sweing","Thursday",6,0.7,18.79,766,2760,30,0,0,0,33,0.700079032
"633","02/05/15","Quarter1","sweing","Thursday",5,0.7,30.1,557,6960,0,0,0,0,58,0.562212644
"634","02/05/15","Quarter1","sweing","Thursday",7,0.07,24.26,1608,6960,0,0,0,0,58,0.522844828
"635","02/05/15","Quarter1","sweing","Thursday",4,0.5,30.1,417,6360,23,0,0,1,53,0.500720126
"636","02/05/15","Quarter1","sweing","Thursday",8,0.7,24.26,1167,6840,0,0,0,0,57,0.496549708
"637","02/07/15","Quarter1","finishing","Saturday",2,0.8,3.94,0,3000,0,0,0,0,25,1.050666667
"638","02/07/15","Quarter1","sweing","Saturday",2,0.8,22.52,1186,6900,113,0,0,0,58,1.000018551
"639","02/07/15","Quarter1","sweing","Saturday",3,0.8,22.52,1060,6840,100,0,0,0,57,0.950185965
"640","02/07/15","Quarter1","sweing","Saturday",1,0.8,22.52,1534,6780,88,0,0,0,57,0.900135693
"641","02/07/15","Quarter1","sweing","Saturday",10,0.8,22.52,1142,6720,88,0,0,0,56,0.900129762
"642","02/07/15","Quarter1","finishing","Saturday",12,0.8,4.08,0,1080,0,0,0,0,9,0.899111111
"643","02/07/15","Quarter1","finishing","Saturday",1,0.8,3.94,0,1200,0,0,0,0,10,0.870083333
"644","02/07/15","Quarter1","finishing","Saturday",6,0.75,2.9,0,960,0,0,0,0,8,0.845833333
"645","02/07/15","Quarter1","sweing","Saturday",12,0.8,15.26,1021,4080,63,0,0,0,34,0.800401961
"646","02/07/15","Quarter1","sweing","Saturday",9,0.8,29.12,829,6960,50,0,0,0,58,0.799963218
"647","02/07/15","Quarter1","finishing","Saturday",9,0.8,3.94,0,960,0,0,0,0,8,0.771583333
"648","02/07/15","Quarter1","sweing","Saturday",6,0.75,18.79,813,1560,34,0,0,0,33,0.750520115
"649","02/07/15","Quarter1","sweing","Saturday",11,0.75,10.05,677,3240,45,0,0,0,27,0.750027778
"650","02/07/15","Quarter1","finishing","Saturday",7,0.7,3.94,0,1200,0,0,0,0,10,0.715766667
"651","02/07/15","Quarter1","sweing","Saturday",7,0.7,24.26,658,6960,0,270,45,0,58,0.662270115
"652","02/07/15","Quarter1","sweing","Saturday",4,0.6,30.1,486,6780,30,0,0,1,57,0.600224189
"653","02/07/15","Quarter1","sweing","Saturday",5,0.7,30.1,687,7500,0,0,0,0,59,0.545657673
"654","02/07/15","Quarter1","finishing","Saturday",4,0.8,4.3,0,960,0,0,0,0,8,0.447916667
"655","02/07/15","Quarter1","sweing","Saturday",8,0.7,24.26,652,6840,0,300,37,0,57,0.365318713
"656","02/08/15","Quarter2","sweing","Sunday",2,0.8,22.52,1233,6900,113,0,0,0,57.5,1.000018551
"657","02/08/15","Quarter2","finishing","Sunday",7,0.7,4.15,0,1440,0,0,0,0,12,0.928680556
"658","02/08/15","Quarter2","sweing","Sunday",10,0.8,22.52,1388,6720,88,0,0,0,56,0.9008
"659","02/08/15","Quarter2","sweing","Sunday",1,0.8,22.52,1615,6780,88,0,0,0,56.5,0.900135693
"660","02/08/15","Quarter2","sweing","Sunday",3,0.8,22.52,1283,6720,88,0,0,0,56,0.900129762
"661","02/08/15","Quarter2","finishing","Sunday",1,0.8,3.94,0,1200,0,0,0,0,10,0.893066667
"662","02/08/15","Quarter2","finishing","Sunday",12,0.8,4.08,0,1080,0,0,0,0,9,0.891555556
"663","02/08/15","Quarter2","finishing","Sunday",2,0.8,3.94,0,2160,0,0,0,0,18,0.875555556
"664","02/08/15","Quarter2","finishing","Sunday",8,0.7,4.15,0,1800,0,0,0,0,15,0.840888889
"665","02/08/15","Quarter2","sweing","Sunday",12,0.8,15.26,1026,2880,63,0,0,0,34,0.800355208
"666","02/08/15","Quarter2","sweing","Sunday",9,0.8,29.12,909,6960,50,0,0,0,58,0.799963218
"667","02/08/15","Quarter2","sweing","Sunday",6,0.75,18.79,670,3960,34,0,0,0,33,0.75065101
"668","02/08/15","Quarter2","sweing","Sunday",11,0.75,10.05,629,3240,45,0,0,0,27,0.750027778
"669","02/08/15","Quarter2","sweing","Sunday",5,0.7,30.1,754,7020,0,0,0,0,58.5,0.700618234
"670","02/08/15","Quarter2","finishing","Sunday",6,0.75,2.9,0,960,0,0,0,0,8,0.610208333
"671","02/08/15","Quarter2","finishing","Sunday",9,0.8,3.94,0,960,0,0,0,0,8,0.607416667
"672","02/08/15","Quarter2","sweing","Sunday",4,0.65,30.1,712,6780,44,0,0,1,56.5,0.568259587
"673","02/08/15","Quarter2","sweing","Sunday",7,0.7,24.26,148,6960,0,0,0,0,58,0.355534483
"674","02/08/15","Quarter2","sweing","Sunday",8,0.7,24.26,154,6840,0,0,0,0,57,0.353259649
"675","02/09/15","Quarter2","finishing","Monday",2,0.8,3.94,0,2160,0,0,0,0,18,1.057962963
"676","02/09/15","Quarter2","finishing","Monday",1,0.8,3.94,0,1200,0,0,0,0,10,0.962016667
"677","02/09/15","Quarter2","sweing","Monday",10,0.8,22.52,1127,120,88,0,0,0,56,0.9008
"678","02/09/15","Quarter2","sweing","Monday",1,0.8,22.52,1506,3600,70,0,0,0,57,0.900509044
"679","02/09/15","Quarter2","sweing","Monday",2,0.8,22.52,1413,360,70,0,0,0,57,0.900477825
"680","02/09/15","Quarter2","finishing","Monday",6,0.75,2.9,0,960,0,0,0,0,8,0.888125
"681","02/09/15","Quarter2","sweing","Monday",12,0.8,15.26,970,4080,63,0,0,0,34,0.800401961
"682","02/09/15","Quarter2","sweing","Monday",3,0.8,22.52,1271,5400,50,0,0,0,57,0.800161172
"683","02/09/15","Quarter2","sweing","Monday",9,0.8,29.12,1073,6960,50,0,0,0,58,0.799963218
"684","02/09/15","Quarter2","sweing","Monday",4,0.7,30.1,767,3300,50,0,0,1,57,0.790003236
"685","02/09/15","Quarter2","sweing","Monday",11,0.75,10.05,103,0,45,0,0,0,54,0.750648148
"686","02/09/15","Quarter2","finishing","Monday",8,0.35,4.15,0,1800,0,0,0,0,15,0.707111111
"687","02/09/15","Quarter2","sweing","Monday",5,0.7,30.1,773,7020,40,0,0,0,58,0.700618234
"688","02/09/15","Quarter2","finishing","Monday",9,0.8,3.94,0,960,0,0,0,0,8,0.697708333
"689","02/09/15","Quarter2","sweing","Monday",6,0.75,18.79,708,4080,0,0,0,0,34,0.612517157
"690","02/09/15","Quarter2","sweing","Monday",7,0.35,30.1,842,6960,0,0,0,1,58,0.350301724
"691","02/09/15","Quarter2","sweing","Monday",8,0.35,30.1,901,6960,0,0,0,1,58,0.350301724
"692","02/09/15","Quarter2","finishing","Monday",12,0.8,4.08,0,1080,0,0,0,0,9,0.272
"693","02/10/15","Quarter2","finishing","Tuesday",12,0.8,4.08,0,1080,0,0,0,0,9,1.004888889
"694","02/10/15","Quarter2","finishing","Tuesday",2,0.8,3.94,0,2160,0,0,0,0,18,0.966759259
"695","02/10/15","Quarter2","sweing","Tuesday",10,0.8,22.52,1268,0,88,0,0,0,56,0.90063244
"696","02/10/15","Quarter2","sweing","Tuesday",1,0.8,22.52,1546,0,88,0,0,0,57,0.90047076
"697","02/10/15","Quarter2","sweing","Tuesday",3,0.8,22.52,813,0,88,0,0,0,57,0.90047076
"698","02/10/15","Quarter2","sweing","Tuesday",2,0.8,22.52,1512,0,88,0,0,0,57,0.899984058
"699","02/10/15","Quarter2","finishing","Tuesday",1,0.8,3.94,0,1440,0,0,0,0,12,0.853666667
"700","02/10/15","Quarter2","sweing","Tuesday",9,0.8,29.12,1263,2160,38,0,0,0,58,0.8008
"701","02/10/15","Quarter2","sweing","Tuesday",12,0.8,15.26,900,4080,50,0,0,0,34,0.800401961
"702","02/10/15","Quarter2","finishing","Tuesday",4,0.7,4.15,0,1800,0,0,0,0,15,0.796755556
"703","02/10/15","Quarter2","sweing","Tuesday",6,0.75,18.79,640,2400,0,0,0,0,34,0.750797009
"704","02/10/15","Quarter2","sweing","Tuesday",11,0.8,10.05,13,3240,34,0,0,0,54,0.750648148
"705","02/10/15","Quarter2","sweing","Tuesday",5,0.75,30.1,855,7020,45,0,0,0,58,0.750356125
"706","02/10/15","Quarter2","finishing","Tuesday",8,0.35,4.15,0,960,0,0,0,0,8,0.703770833
"707","02/10/15","Quarter2","sweing","Tuesday",4,0.7,30.1,855,7020,40,0,0,1,58,0.700618234
"708","02/10/15","Quarter2","finishing","Tuesday",9,0.8,3.94,0,960,0,0,0,0,8,0.6895
"709","02/10/15","Quarter2","finishing","Tuesday",6,0.75,2.9,0,960,0,0,0,0,8,0.628333333
"710","02/10/15","Quarter2","sweing","Tuesday",7,0.5,30.1,1025,6960,23,0,0,1,58,0.500801724
"711","02/10/15","Quarter2","sweing","Tuesday",8,0.5,30.1,1061,6960,30,0,0,1,58,0.393548851
"712","02/11/15","Quarter2","finishing","Wednesday",4,0.7,4.15,0,1800,0,0,0,0,15,1.033155556
"713","02/11/15","Quarter2","finishing","Wednesday",12,0.8,4.08,0,1080,0,0,0,0,9,1.02
"714","02/11/15","Quarter2","sweing","Wednesday",2,0.8,22.52,1557,0,90,0,0,0,57.5,1.000344928
"715","02/11/15","Quarter2","sweing","Wednesday",1,0.8,22.52,1498,0,113,0,0,0,57,1.000065789
"716","02/11/15","Quarter2","finishing","Wednesday",8,0.35,4.15,0,1440,0,0,0,0,12,0.994375
"717","02/11/15","Quarter2","finishing","Wednesday",2,0.8,3.94,0,2160,0,0,0,0,18,0.912037037
"718","02/11/15","Quarter2","finishing","Wednesday",5,0.7,4.15,0,240,0,0,0,0,2,0.87
"719","02/11/15","Quarter2","sweing","Wednesday",10,0.8,22.52,598,0,75,0,0,0,56,0.850364583
"720","02/11/15","Quarter2","sweing","Wednesday",6,0.8,18.79,656,3480,38,0,0,0,34,0.800947475
"721","02/11/15","Quarter2","sweing","Wednesday",12,0.8,15.26,854,4080,50,0,0,0,34,0.800401961
"722","02/11/15","Quarter2","sweing","Wednesday",9,0.8,29.12,609,3240,50,0,0,0,58,0.800144144
"723","02/11/15","Quarter2","sweing","Wednesday",5,0.75,30.1,788,7380,56,0,0,0,59.5,0.750406233
"724","02/11/15","Quarter2","sweing","Wednesday",8,0.6,30.1,1069,4560,30,0,0,1,58,0.714410494
"725","02/11/15","Quarter2","sweing","Wednesday",4,0.7,30.1,667,5940,40,0,0,1,59.5,0.700588406
"726","02/11/15","Quarter2","finishing","Wednesday",1,0.8,3.94,0,1440,0,0,0,0,12,0.618361111
"727","02/11/15","Quarter2","sweing","Wednesday",7,0.6,30.1,829,3360,23,0,0,1,58,0.600070513
"728","02/11/15","Quarter2","finishing","Wednesday",9,0.8,3.94,0,960,0,0,0,0,8,0.54175
"729","02/11/15","Quarter2","sweing","Wednesday",3,0.8,22.52,11,6840,0,0,0,1,57,0.536901754
"730","02/11/15","Quarter2","sweing","Wednesday",11,0.35,11.41,434,3240,0,0,0,1,52,0.507903226
"731","02/12/15","Quarter2","sweing","Thursday",1,0.8,22.52,1397,0,138,0,0,0,57,1.100483918
"732","02/12/15","Quarter2","finishing","Thursday",4,0.7,4.15,0,1800,0,0,0,0,15,1.096633333
"733","02/12/15","Quarter2","sweing","Thursday",2,0.8,22.52,1327,0,113,0,0,0,57.5,1.000344928
"734","02/12/15","Quarter2","finishing","Thursday",12,0.8,4.08,0,1080,0,0,0,0,9,0.838666667
"735","02/12/15","Quarter2","sweing","Thursday",12,0.8,15.26,894,4080,50,0,0,0,34,0.800401961
"736","02/12/15","Quarter2","finishing","Thursday",8,0.35,4.15,0,1440,0,0,0,0,12,0.755486111
"737","02/12/15","Quarter2","sweing","Thursday",5,0.75,30.1,610,7080,56,0,0,0,59,0.750799435
"738","02/12/15","Quarter2","sweing","Thursday",6,0.8,18.79,779,3960,0,0,0,0,33,0.688017677
