"DATES","DEPARTMENT","TEAM","SMV","WIP","OVER_TIME","INCENTIVE","IDLE_TIME","IDLE_MEN","NO_OF_STYLE_CHANGE","NO_OF_WORKERS","RATIO"
"11/02/2015","sweing",12,15.26,854,4080,50,0,0,0,34,1.0005
"11/02/2015","sweing",9,29.12,609,3240,50,0,0,0,58,1.0002
"11/02/2015","sweing",5,30.1,788,7380,56,0,0,0,59.5,1.0005
"11/02/2015","sweing",8,30.1,1069,4560,30,0,0,1,58,1.1907
"11/02/2015","sweing",4,30.1,667,5940,40,0,0,1,59.5,1.0008
"11/02/2015","finishing",1,3.94,0,1440,0,0,0,0,12,0.773
"11/02/2015","sweing",7,30.1,829,3360,23,0,0,1,58,1.0001
"11/02/2015","finishing",9,3.94,0,960,0,0,0,0,8,0.6772
"11/02/2015","sweing",3,22.52,11,6840,0,0,0,1,57,0.6711
"11/02/2015","sweing",11,11.41,434,3240,0,0,0,1,52,1.4512
"12/02/2015","sweing",1,22.52,1397,0,138,0,0,0,57,1.3756
"12/02/2015","finishing",4,4.15,0,1800,0,0,0,0,15,1.5666
"12/02/2015","sweing",2,22.52,1327,0,113,0,0,0,57.5,1.2504
"12/02/2015","finishing",12,4.08,0,1080,0,0,0,0,9,1.0483
"12/02/2015","sweing",12,15.26,894,4080,50,0,0,0,34,1.0005
"12/02/2015","finishing",8,4.15,0,1440,0,0,0,0,12,2.1585
"12/02/2015","sweing",5,30.1,610,7080,56,0,0,0,59,1.0011
"12/02/2015","sweing",6,18.79,779,3960,0,0,0,0,33,0.86
"12/02/2015","finishing",1,3.94,0,1440,0,0,0,0,12,0.8311
"12/02/2015","finishing",9,3.94,0,960,0,0,0,0,8,0.8208
"12/02/2015","sweing",4,30.1,419,7080,0,0,0,1,59,0.911
"12/02/2015","finishing",2,3.94,0,2160,0,0,0,0,18,0.7524
"12/02/2015","finishing",5,4.15,0,240,0,0,0,0,2,0.8286
"12/02/2015","sweing",7,30.1,909,7080,0,0,0,1,59,0.8241
"12/02/2015","sweing",11,11.41,1039,2280,0,0,0,2,55,1.0002
"12/02/2015","sweing",9,29.12,14,6960,0,0,0,0,58,0.6224
"12/02/2015","sweing",8,30.1,1193,7080,0,0,0,1,59,0.7129
"12/02/2015","sweing",10,22.52,10,6000,0,0,0,0,50,0.5517
"12/02/2015","sweing",3,30.1,770,6960,0,0,0,1,58,1.0009
"14/02/2015","sweing",1,22.52,1416,6840,113,0,0,0,57,1.2503
"14/02/2015","finishing",7,4.15,0,1800,0,0,0,0,15,1.3275
"14/02/2015","finishing",4,4.15,0,2400,0,0,0,0,20,1.2039
"14/02/2015","finishing",12,4.08,0,1080,0,0,0,0,9,1.0011
"14/02/2015","sweing",12,15.26,942,4080,63,0,0,0,34,1.0005
"14/02/2015","sweing",2,22.52,674,3660,63,0,0,0,57,1.0005
"14/02/2015","finishing",1,3.94,0,1440,0,0,0,0,12,0.9953
"14/02/2015","sweing",4,30.1,481,7140,0,0,0,1,59,1.0005
"14/02/2015","sweing",5,30.1,664,7140,56,0,0,0,59,1.0005
"14/02/2015","finishing",8,4.15,0,960,0,0,0,0,8,1.0366
"14/02/2015","sweing",8,30.1,824,5160,0,0,0,1,60,1.0003
"14/02/2015","sweing",7,30.1,957,7200,0,0,0,1,60,0.86
"14/02/2015","sweing",11,11.41,1039,2280,23,0,0,2,55,1.0007
"14/02/2015","sweing",6,18.79,822,4080,0,0,0,0,34,0.6966
"14/02/2015","sweing",3,30.1,1261,6960,30,0,0,1,58,1.0016
"14/02/2015","finishing",6,2.9,0,960,0,0,0,0,8,0.6042
"14/02/2015","finishing",9,3.94,0,960,0,0,0,0,8,0.2976
"15/02/2015","finishing",1,3.94,0,960,0,0,0,0,8,1.4005
"15/02/2015","finishing",2,3.94,0,960,0,0,0,0,8,1.3852
"15/02/2015","sweing",1,22.52,1420,6840,113,0,0,0,57,1.2503
"15/02/2015","finishing",12,4.08,0,1080,0,0,0,0,9,1.0956
"15/02/2015","sweing",12,15.26,1120,1440,50,0,0,0,34,1.001
"15/02/2015","finishing",5,4.15,0,240,0,0,0,0,2,1.0144
"15/02/2015","sweing",5,30.1,679,7140,0,0,0,0,59.5,0.9032
"15/02/2015","finishing",11,2.9,0,1200,0,0,0,0,10,1.1922
"15/02/2015","sweing",7,30.1,881,7080,0,0,0,1,59,1.0009
"15/02/2015","sweing",8,30.1,507,5880,40,2,10,1,59,1.0008
"15/02/2015","sweing",6,18.79,814,4080,0,0,0,0,34,0.9088
"15/02/2015","sweing",11,11.41,700,2640,23,0,0,2,53,1.0003
"15/02/2015","finishing",8,4.15,0,960,0,0,0,0,8,0.8646
"15/02/2015","finishing",6,2.9,0,960,0,0,0,0,8,0.7552
"15/02/2015","sweing",4,30.1,919,7140,0,0,0,1,59.5,0.7982
"15/02/2015","sweing",3,30.1,1361,6960,30,0,0,1,58,0.7929
"15/02/2015","sweing",2,22.52,12,6900,0,0,0,0,57.5,0.5402
"15/02/2015","finishing",4,4.15,0,2400,0,0,0,0,20,0.3827
"15/02/2015","sweing",9,18.79,1688,5280,0,0,0,1,54,0.5661
"16/02/2015","sweing",1,22.52,1422,6840,113,0,0,0,57,1.2503
"16/02/2015","finishing",9,3.94,0,1200,0,0,0,0,10,1.2005
"16/02/2015","finishing",12,4.08,0,1080,0,0,0,0,9,1.1144
"16/02/2015","finishing",3,4.15,0,960,0,0,0,0,8,1.7292
"16/02/2015","sweing",3,30.1,1263,600,63,0,0,1,58,1.2342
"16/02/2015","sweing",5,30.1,461,0,0,0,0,0,59,1.0012
"16/02/2015","sweing",12,15.26,1079,3720,38,0,0,0,34,1.0004
"16/02/2015","finishing",6,2.9,0,960,0,0,0,0,8,0.9667
"16/02/2015","sweing",6,18.79,895,3960,0,0,0,0,33,1.0009
"16/02/2015","sweing",4,30.1,912,7020,0,0,0,1,58,1.0005
"16/02/2015","finishing",4,4.15,0,1800,0,0,0,0,15,0.9631
"16/02/2015","sweing",7,30.1,784,600,30,0,0,1,59,1.0007
"16/02/2015","finishing",5,4.15,0,1200,0,0,0,0,10,0.8392
"16/02/2015","sweing",8,30.1,7,7080,27,2,10,2,59,0.8885
"16/02/2015","sweing",11,11.41,680,2160,30,0,0,2,54,0.8085
"16/02/2015","sweing",10,18.22,1131,5280,0,0,0,1,44,0.5924
"16/02/2015","sweing",9,18.79,2103,5400,0,0,0,1,54,0.5499
"16/02/2015","finishing",7,4.15,0,1800,0,0,0,0,15,0.3686
"17/02/2015","sweing",1,22.52,1445,6840,113,0,0,0,57,1.2503
"17/02/2015","finishing",10,3.94,0,960,0,0,0,0,8,1.1594
"17/02/2015","finishing",7,5.13,0,1200,0,0,0,0,10,1.3054
"17/02/2015","finishing",12,5.13,0,1080,0,0,0,0,9,1.1281
"17/02/2015","sweing",12,15.26,1133,4080,38,0,0,0,34,1.0005
"17/02/2015","finishing",3,5.13,0,1800,0,0,0,0,15,1.5732
"17/02/2015","sweing",6,18.79,726,3360,0,0,0,0,33,1.0008
"17/02/2015","sweing",4,30.1,849,7020,45,0,0,1,58,1.0005
"17/02/2015","finishing",6,2.9,0,960,0,0,0,0,8,0.9365
"17/02/2015","sweing",7,30.1,562,840,30,0,0,1,59,1.0013
"17/02/2015","sweing",11,11.41,1054,3420,30,0,0,2,56,1.0009
"17/02/2015","sweing",3,30.1,1422,6960,50,0,0,1,58,1.0009
"17/02/2015","finishing",4,5.13,0,960,0,0,0,0,8,0.8756
"17/02/2015","sweing",5,30.1,680,7140,0,0,0,0,59,0.8168
"17/02/2015","sweing",9,18.79,2120,5520,0,0,0,1,51,1.0002
"17/02/2015","sweing",8,29.4,179,0,23,5,30,2,58,1.0016
"17/02/2015","finishing",9,3.94,0,960,0,0,0,0,8,0.7326
"17/02/2015","finishing",2,5.13,0,1800,0,0,0,0,15,0.7268
"17/02/2015","sweing",2,30.33,838,6720,0,0,0,1,56,0.7221
"17/02/2015","sweing",10,18.22,741,0,0,8,35,1,49,0.4648
"18/02/2015","finishing",12,5.13,0,1200,0,0,0,0,10,1.2398
"18/02/2015","finishing",6,2.9,0,1440,0,0,0,0,12,1.1711
"18/02/2015","finishing",2,5.13,0,1440,0,0,0,0,12,1.1489
"18/02/2015","sweing",11,11.41,685,3360,30,0,0,2,56,1.173
"18/02/2015","sweing",4,30.1,864,480,50,0,0,1,58,1.0012
"18/02/2015","sweing",5,30.1,511,0,0,0,0,0,59,1.0012
"18/02/2015","sweing",12,15.26,1095,4080,63,0,0,0,34,1.0005
"18/02/2015","sweing",1,22.52,1374,3960,63,0,0,0,57,1.0003
"18/02/2015","sweing",6,18.79,759,3960,34,0,0,0,33,1.0009
"18/02/2015","sweing",7,30.1,553,2280,45,0,0,1,59,1.0007
"18/02/2015","finishing",4,5.13,0,960,0,0,0,0,8,0.9795
"18/02/2015","sweing",3,30.1,1057,0,40,0,0,1,58,1.0009
"18/02/2015","sweing",9,18.79,1587,4560,30,0,0,1,51,1.0001
"18/02/2015","finishing",7,5.13,0,960,0,0,0,0,8,0.9598
"18/02/2015","finishing",10,3.94,0,960,0,0,0,0,8,0.8003
"18/02/2015","finishing",8,5.13,0,960,0,0,0,0,8,0.8286
"18/02/2015","finishing",9,3.94,0,960,0,0,0,0,8,0.6872
"18/02/2015","sweing",2,30.33,868,6840,0,0,0,1,57,0.5469
"18/02/2015","sweing",10,19.68,1119,5640,0,8,35,1,47,0.4337
"18/02/2015","finishing",3,5.13,0,960,0,0,0,0,8,0.513
"18/02/2015","sweing",8,29.4,962,4560,0,5,30,2,57,0.3868
"19/02/2015","finishing",3,5.13,0,2880,0,0,0,0,12,1.6328
"19/02/2015","sweing",12,15.26,1126,1080,38,0,0,0,34,1.0009
"19/02/2015","sweing",1,22.52,265,3840,63,0,0,0,57,1.0006
"19/02/2015","sweing",4,30.1,859,7020,63,0,0,1,58.5,1.0001
"19/02/2015","sweing",5,30.1,276,600,63,4,15,0,59.5,1
"19/02/2015","finishing",6,2.9,0,4320,0,0,0,0,18,0.9823
"19/02/2015","sweing",6,18.79,899,3960,56,0,0,0,33,1.0009
"19/02/2015","finishing",10,3.94,0,2400,0,0,0,0,10,0.9166
"19/02/2015","finishing",2,5.13,0,3600,0,0,0,0,15,0.8877
"19/02/2015","sweing",3,30.1,247,6960,50,0,0,1,58,1.0009
"19/02/2015","sweing",11,11.41,653,3480,30,0,0,2,58,1.0008
"19/02/2015","sweing",8,29.4,1116,6240,0,0,0,2,57,1
"19/02/2015","finishing",4,5.13,0,1920,0,0,0,0,8,0.912
"19/02/2015","finishing",8,5.13,0,1920,0,0,0,0,8,0.9602
"19/02/2015","sweing",9,18.79,1603,6120,30,0,0,1,51,0.9123
"19/02/2015","finishing",5,5.13,0,1920,0,0,0,0,8,0.8418
"19/02/2015","sweing",7,30.1,444,0,0,5,20,1,59,0.8149
"19/02/2015","finishing",12,5.13,0,2160,0,0,0,0,9,0.762
"19/02/2015","sweing",2,30.33,841,6840,0,0,0,1,57,0.9005
"19/02/2015","sweing",10,19.68,1410,5760,0,0,0,1,48,0.3563
"22/02/2015","finishing",3,5.13,0,1800,0,0,0,0,15,1.7442
"22/02/2015","finishing",6,2.9,0,960,0,0,0,0,8,1.0399
"22/02/2015","finishing",2,5.13,0,4800,0,0,0,0,20,1.0376
"22/02/2015","finishing",11,2.9,0,2880,0,0,0,0,12,1.3426
"22/02/2015","sweing",12,15.26,1103,4080,63,0,0,0,34,1.0005
"22/02/2015","sweing",4,30.1,922,5820,63,0,0,1,59,1
"22/02/2015","finishing",12,5.13,0,2400,0,0,0,0,10,0.9797
"22/02/2015","finishing",9,3.94,0,2400,0,0,0,0,10,0.9419
"22/02/2015","sweing",6,18.79,1055,3960,45,0,0,0,33,1.0009
"22/02/2015","finishing",1,3.94,0,2880,0,0,0,0,12,0.9092
"22/02/2015","sweing",8,29.4,1146,6840,40,0,0,2,57,1.0009
"22/02/2015","sweing",2,30.33,746,6840,0,0,0,1,57,1.0009
"22/02/2015","sweing",11,11.41,834,3480,0,0,0,2,58,0.8962
"22/02/2015","sweing",9,18.79,1717,3240,30,0,0,1,57,0.8957
"22/02/2015","sweing",3,30.1,1041,8160,33,0,0,2,58,0.8951
"22/02/2015","sweing",10,21.25,1531,6000,0,0,0,1,50,0.6527
"22/02/2015","sweing",7,30.1,627,6960,0,4,20,1,58,0.5247
"22/02/2015","finishing",10,3.94,0,960,0,0,0,0,8,0.4822
"22/02/2015","sweing",5,30.1,450,5700,0,5,25,0,60,0.3844
"22/02/2015","finishing",7,5.13,0,960,0,0,0,0,8,0.4057
"23/02/2015","finishing",10,3.94,0,2400,0,0,0,0,20,1.1947
"23/02/2015","finishing",8,5.13,0,960,0,0,0,0,8,1.3292
"23/02/2015","finishing",12,5.13,0,1080,0,0,0,0,9,1.1281
"23/02/2015","finishing",3,5.13,0,2160,0,0,0,0,18,1.0889
"23/02/2015","sweing",12,15.26,1060,4080,63,0,0,0,34,1.0005
"23/02/2015","sweing",4,30.1,891,7140,38,0,0,1,59,1.0002
"23/02/2015","sweing",5,30.1,541,7140,38,0,0,0,59,1.0002
"23/02/2015","sweing",7,30.1,709,6960,45,0,0,1,58,1.001
"23/02/2015","sweing",6,18.79,1100,3960,45,0,0,0,33,1.0009
"23/02/2015","sweing",11,11.41,826,2820,0,0,0,2,58,1.0004
"23/02/2015","sweing",2,30.33,577,2160,30,0,0,1,58,1.0009
"23/02/2015","sweing",8,29.4,1094,6840,40,0,0,2,57,1.0009
"23/02/2015","sweing",3,29.4,1228,6960,30,0,0,2,58,1.0005
"23/02/2015","sweing",9,18.79,1641,6000,40,0,0,1,50,0.859
"23/02/2015","sweing",10,21.25,1583,6000,0,0,0,1,50,0.597
"23/02/2015","finishing",6,2.9,0,960,0,0,0,0,8,0.4645
"23/02/2015","finishing",9,2.9,0,960,0,0,0,0,8,0.4645
"23/02/2015","finishing",2,5.13,0,960,0,0,0,0,8,0.4609
"23/02/2015","finishing",7,5.13,0,960,0,0,0,0,8,0.5092
"24/02/2015","finishing",10,2.9,0,1800,0,0,0,0,15,1.2889
"24/02/2015","finishing",3,4.6,0,1440,0,0,0,0,12,1.0142
"24/02/2015","sweing",12,15.26,1062,4080,50,0,0,0,34,1.0005
"24/02/2015","sweing",5,30.1,450,7140,50,0,0,0,60,1.0002
"24/02/2015","sweing",4,30.1,901,6480,50,0,0,1,59,1.0001
"24/02/2015","finishing",8,4.6,0,960,0,0,0,0,8,1.1307
"24/02/2015","sweing",7,30.1,739,5640,45,0,0,1,59,1.001
"24/02/2015","sweing",6,18.79,913,3360,45,0,0,0,33,1.0009
"24/02/2015","sweing",11,11.61,698,3360,34,0,0,2,57,1.0006
"24/02/2015","sweing",3,29.4,1172,5340,45,0,0,2,60,1.0002
"24/02/2015","finishing",6,2.9,0,1800,0,0,0,0,15,0.9692
"24/02/2015","finishing",9,2.9,0,1800,0,0,0,0,15,1.0385
"24/02/2015","sweing",2,30.33,408,1680,30,0,0,1,59,1.0009
"24/02/2015","sweing",8,29.4,1079,4560,40,0,0,2,58,1.0007
"24/02/2015","sweing",9,18.79,1068,3000,30,0,0,1,52,1.0004
"24/02/2015","finishing",11,2.9,0,960,0,0,0,0,8,0.721
"24/02/2015","sweing",10,21.25,1834,6360,0,0,0,1,53,0.673
"24/02/2015","finishing",2,3.9,0,960,0,0,0,0,8,0.4643
"24/02/2015","sweing",1,22.53,708,5040,0,0,0,1,42,0.447
"25/02/2015","sweing",9,18.79,1085,6240,56,0,0,1,52,1.2944
"25/02/2015","finishing",5,4.6,0,1080,0,0,0,0,9,1.1287
"25/02/2015","finishing",3,4.6,0,2400,0,0,0,0,20,1.126
"25/02/2015","finishing",12,4.6,0,1800,0,0,0,0,15,1.1244
"25/02/2015","finishing",10,2.9,0,1200,0,0,0,0,10,1.2083
"25/02/2015","sweing",4,30.1,323,4080,50,0,0,1,59,1.001
"25/02/2015","sweing",12,15.26,1053,4080,50,0,0,0,34,1.0005
"25/02/2015","sweing",7,30.1,786,7080,50,0,0,2,59,1.0001
"25/02/2015","sweing",6,18.79,1003,3960,45,0,0,1,33,1.0009
"25/02/2015","sweing",11,11.61,635,3360,45,0,0,0,57,1.0007
"25/02/2015","sweing",3,29.4,1283,6960,45,0,0,2,58,1.0003
"25/02/2015","sweing",8,29.4,847,6960,30,0,0,1,58,1.0005
"25/02/2015","sweing",2,30.33,361,3960,30,0,0,1,58,1.0001
"25/02/2015","sweing",10,21.82,1653,6240,0,0,0,2,52,1.0001
"25/02/2015","finishing",7,4.6,0,960,0,0,0,0,8,0.9022
"25/02/2015","finishing",8,4.6,0,960,0,0,0,0,8,0.9408
"25/02/2015","sweing",5,30.1,15,1200,49,0,0,1,59,0.7485
"25/02/2015","sweing",1,22.53,762,5040,0,0,0,1,42,0.894
"25/02/2015","finishing",2,3.9,0,960,0,0,0,0,8,0.6291
"25/02/2015","finishing",6,2.9,0,960,0,0,0,0,8,0.5478
"25/02/2015","finishing",9,2.9,0,960,0,0,0,0,8,0.5869
"26/02/2015","finishing",3,4.6,0,6300,0,0,0,0,15,1.1521
"26/02/2015","finishing",5,4.6,0,7560,0,0,0,0,18,1.152
"26/02/2015","sweing",7,30.1,694,4080,50,0,0,1,59,1.001
"26/02/2015","sweing",11,11.61,816,2820,50,0,0,2,57,1.0006
"26/02/2015","sweing",12,15.26,1065,4080,63,0,0,0,34,1.0005
"26/02/2015","finishing",1,3.94,0,3360,0,0,0,0,8,1.5377
"26/02/2015","sweing",6,18.79,912,3960,45,0,0,0,33,1.0009
"26/02/2015","sweing",3,29.4,1244,6840,45,0,0,2,57,1.0006
"26/02/2015","sweing",9,18.79,1020,5640,45,0,0,1,52,1.0005
"26/02/2015","sweing",8,29.4,916,6960,56,0,0,2,58,1.0003
"26/02/2015","sweing",10,21.82,1591,3240,0,0,0,1,52,1.0004
"26/02/2015","sweing",2,30.33,398,6960,0,0,0,1,58,0.9463
"26/02/2015","finishing",12,4.6,0,3780,0,0,0,0,9,0.7383
"26/02/2015","finishing",2,3.9,0,960,0,0,0,0,8,0.7951
"26/02/2015","sweing",4,30.1,437,7080,32,0,0,2,59,0.6195
"26/02/2015","sweing",5,27.48,413,6840,38,0,0,1,57,1.2856
"26/02/2015","finishing",10,2.9,0,3360,0,0,0,0,8,0.5869
"26/02/2015","finishing",9,2.9,0,960,0,0,0,0,8,0.5438
"26/02/2015","sweing",1,26.66,1164,6600,23,0,0,2,55,1.0826
"26/02/2015","finishing",8,4.6,0,3360,0,0,0,0,8,0.5021
"26/02/2015","finishing",6,2.9,0,3360,0,0,0,0,8,0.3625
"28/02/2015","finishing",3,4.6,0,6300,0,0,0,0,15,1.1521
"28/02/2015","finishing",5,4.6,0,7560,0,0,0,0,18,1.152
"28/02/2015","sweing",11,11.61,954,0,50,0,0,2,58,1.001
"28/02/2015","sweing",12,15.26,1194,1700,62,0,0,0,34,1.0003
"28/02/2015","sweing",7,30.1,644,840,38,0,0,1,59,1
"28/02/2015","finishing",1,3.94,0,3360,0,0,0,0,8,1.5377
"28/02/2015","sweing",3,29.4,1144,4440,45,0,0,2,57,1.001
"28/02/2015","sweing",6,18.79,1012,3960,45,0,0,0,33,1.0009
"28/02/2015","sweing",8,29.4,792,4560,56,0,0,2,58,1.0006
"28/02/2015","sweing",9,18.79,841,6240,45,0,0,1,52,1.0005
"28/02/2015","sweing",10,21.82,1448,6120,40,0,0,1,51,1.0003
"28/02/2015","sweing",2,30.33,512,4560,0,0,0,1,58,1.0003
"28/02/2015","finishing",12,4.6,0,3780,0,0,0,0,9,0.7383
"28/02/2015","finishing",2,3.9,0,960,0,0,0,0,8,0.7951
"28/02/2015","sweing",5,27.48,609,6840,30,0,0,1,57,1.1008
"28/02/2015","sweing",1,26.66,1448,6840,30,0,0,2,57,1.1007
"28/02/2015","sweing",4,26.66,556,6960,23,0,0,2,58,1.0005
"28/02/2015","finishing",10,2.9,0,3360,0,0,0,0,8,0.5869
"28/02/2015","finishing",9,2.9,0,960,0,0,0,0,8,0.5438
"28/02/2015","finishing",8,4.6,0,3360,0,0,0,0,8,0.5021
"28/02/2015","finishing",6,2.9,0,3360,0,0,0,0,8,0.3625
"01/03/2015","finishing",3,4.6,0,10500,0,0,0,0,25,1.1704
"01/03/2015","finishing",8,4.6,0,3360,0,0,0,0,8,1.0848
"01/03/2015","sweing",12,15.26,1106,4080,63,0,0,0,34,1.0005
"01/03/2015","sweing",8,29.4,622,6240,56,0,0,0,57,1.001
"01/03/2015","sweing",6,18.79,1193,3960,45,0,0,0,33,1.0009
"01/03/2015","sweing",3,29.4,1143,6840,45,0,0,0,57,1.0006
"01/03/2015","sweing",9,18.79,895,6240,34,0,0,0,52,1.0005
"01/03/2015","sweing",5,27.48,549,6720,38,0,0,0,56,1.1791
"01/03/2015","sweing",10,21.82,1393,5640,30,0,0,0,52,1.0003
"01/03/2015","sweing",1,26.66,1578,6840,38,0,0,0,57,1.1667
"01/03/2015","sweing",2,30.33,254,1800,0,0,0,0,58,0.9765
"01/03/2015","sweing",11,11.61,347,0,50,4,20,0,57,0.853
"01/03/2015","finishing",4,3.94,0,960,0,0,0,0,8,1.1218
"01/03/2015","finishing",10,2.9,0,3360,0,0,0,0,8,0.9494
"01/03/2015","sweing",4,26.66,692,6840,23,0,0,0,57,1.0004
"01/03/2015","finishing",2,3.9,0,960,0,0,0,0,8,0.8357
"01/03/2015","sweing",7,30.1,934,6960,0,4,15,0,58,0.7244
"01/03/2015","finishing",1,3.94,0,3360,0,0,0,0,8,0.7479
"01/03/2015","finishing",9,2.9,0,960,0,0,0,0,8,0.5961
"01/03/2015","finishing",7,4.6,0,3360,0,0,0,0,8,0.438
"02/03/2015","finishing",2,3.9,0,1200,0,0,0,0,10,1.3269
"02/03/2015","finishing",3,4.6,0,10080,0,0,0,0,24,1.0755
"02/03/2015","finishing",4,3.94,0,960,0,0,0,0,8,1.2414
"02/03/2015","sweing",1,26.66,1527,6840,65,0,0,0,57,1.2317
"02/03/2015","sweing",12,15.26,1035,4080,63,0,0,0,34,1.0005
"02/03/2015","finishing",9,2.9,0,1200,0,0,0,0,10,1.0672
"02/03/2015","sweing",11,11.61,632,0,50,0,0,0,57,1.0004
"02/03/2015","sweing",3,29.4,1231,4680,50,0,0,0,57,1.0002
"02/03/2015","sweing",7,30.1,616,7080,0,0,0,0,59,1.0001
"02/03/2015","finishing",8,4.6,0,3360,0,0,0,0,8,1.0311
"02/03/2015","sweing",6,18.79,947,2880,34,0,0,0,33,1.0011
"02/03/2015","sweing",8,29.4,551,6840,45,0,0,0,57,1.0006
"02/03/2015","sweing",9,18.79,935,6240,45,0,0,0,52,1.0005
"02/03/2015","sweing",4,26.66,832,6780,55,0,0,0,57,1.1542
"02/03/2015","sweing",5,27.48,544,6720,34,0,0,0,56,1.0783
"02/03/2015","sweing",10,21.82,1511,3600,30,0,0,0,51,1.0002
"02/03/2015","finishing",10,2.9,0,3360,0,0,0,0,8,0.9034
"02/03/2015","finishing",12,4.6,0,3780,0,0,0,0,9,0.7596
"02/03/2015","finishing",1,3.94,0,3360,0,0,0,0,8,0.8276
"02/03/2015","finishing",7,4.6,0,3360,0,0,0,0,8,0.428
"03/03/2015","finishing",7,4.6,0,4200,0,0,0,0,10,1.2494
"03/03/2015","finishing",3,4.6,0,6300,0,0,0,0,15,1.1287
"03/03/2015","sweing",11,11.41,601,0,50,0,0,0,56,1.0009
"03/03/2015","sweing",1,26.66,1562,6960,60,0,0,0,58,1.1437
"03/03/2015","sweing",12,15.26,983,4080,50,0,0,0,34,1.0005
"03/03/2015","sweing",3,29.4,1156,6840,50,0,0,0,57,1.0004
"03/03/2015","sweing",7,30.1,29,7080,50,0,0,0,59,1.0001
"03/03/2015","sweing",4,26.66,950,6960,50,0,0,0,58,1.0725
"03/03/2015","sweing",8,29.4,534,6840,56,0,0,0,57,1.0006
"03/03/2015","sweing",9,18.79,1096,6240,34,0,0,0,52,1.0005
"03/03/2015","sweing",6,20.2,402,3120,45,0,0,0,33,1.0003
"03/03/2015","finishing",8,4.6,0,3360,0,0,0,0,8,0.937
"03/03/2015","sweing",5,27.48,573,6840,30,0,0,0,57,1.0009
"03/03/2015","sweing",10,21.82,1313,5040,30,0,0,0,51,1
"03/03/2015","finishing",12,4.6,0,3780,0,0,0,0,9,0.7951
"03/03/2015","finishing",2,3.9,0,6300,0,0,0,0,15,1.4184
"03/03/2015","finishing",1,3.94,0,3360,0,0,0,0,8,0.7935
"03/03/2015","finishing",4,3.94,0,3360,0,0,0,0,8,0.7935
"03/03/2015","finishing",10,2.9,0,3360,0,0,0,0,8,0.6617
"03/03/2015","finishing",5,4.6,0,3360,0,0,0,0,8,0.5063
"03/03/2015","finishing",6,2.9,0,3360,0,0,0,0,8,0.4124
"03/03/2015","sweing",2,15.28,157,5400,0,7,30,1,45,0.7569
"04/03/2015","finishing",3,4.6,0,1200,0,0,0,0,10,1.174
"04/03/2015","finishing",8,4.6,0,960,0,0,0,0,8,1.163
"04/03/2015","finishing",12,4.6,0,1080,0,0,0,0,9,1.1074
"04/03/2015","finishing",9,2.9,0,960,0,0,0,0,8,1.1117
"04/03/2015","finishing",1,3.94,0,960,0,0,0,0,8,1.1527
"04/03/2015","finishing",4,3.94,0,960,0,0,0,0,8,1.1515
"04/03/2015","sweing",11,11.41,433,0,38,0,0,0,56,1.0009
"04/03/2015","sweing",12,15.26,961,4080,50,0,0,0,34,1.0005
"04/03/2015","sweing",3,29.4,1169,6840,63,0,0,0,57,1.0004
"04/03/2015","sweing",7,30.1,874,3960,50,0,0,0,59,1.0001
"04/03/2015","sweing",4,26.82,1028,6960,60,0,0,0,58,1.1428
"04/03/2015","sweing",1,26.82,1772,6960,50,0,0,0,58,1.0724
"04/03/2015","sweing",9,18.79,1206,6240,34,0,0,0,52,1.0005
"04/03/2015","sweing",5,27.48,586,6960,40,0,0,0,58,1.0006
"04/03/2015","sweing",10,21.82,1334,5760,30,0,0,0,53,1.0001
"04/03/2015","finishing",7,4.6,0,8400,0,0,0,0,20,0.8561
"04/03/2015","finishing",5,4.6,0,960,0,0,0,0,8,0.8458
"04/03/2015","finishing",2,3.9,0,960,0,0,0,0,8,1.0806
"04/03/2015","sweing",8,29.4,30,6840,0,0,0,0,57,0.5416
"04/03/2015","sweing",2,15.28,261,5520,0,0,0,1,46,0.8083
"04/03/2015","sweing",6,18.79,52,3960,0,0,0,0,33,0.4429
"05/03/2015","finishing",8,4.6,0,2640,0,0,0,0,22,1.2262
"05/03/2015","finishing",2,3.9,0,960,0,0,0,0,8,1.5844
"05/03/2015","finishing",11,2.9,0,1200,0,0,0,0,10,1.1591
"05/03/2015","finishing",12,4.6,0,1080,0,0,0,0,9,1.0861
"05/03/2015","finishing",1,3.94,0,960,0,0,0,0,8,1.1609
"05/03/2015","finishing",4,3.94,0,960,0,0,0,0,8,1.1609
"05/03/2015","finishing",3,4.6,0,1800,0,0,0,0,15,1.0126
"05/03/2015","sweing",11,11.41,455,3420,50,0,0,0,56,1.0009
"05/03/2015","sweing",3,29.4,797,1800,63,0,0,0,57,1.0007
"05/03/2015","sweing",12,15.26,959,4080,50,0,0,0,34,1.0005
"05/03/2015","sweing",1,26.82,1373,6960,50,0,0,0,58,1.0724
"05/03/2015","sweing",9,18.79,1228,6240,45,0,0,0,52,1.0005
"05/03/2015","sweing",4,26.82,1117,7080,50,0,0,0,59,1.0715
"05/03/2015","sweing",5,27.48,230,6960,40,0,0,0,58,1.0006
"05/03/2015","sweing",10,21.82,1390,6000,30,0,0,0,50,1.0006
"05/03/2015","sweing",2,15.28,529,1320,0,0,0,1,46,1.0002
"05/03/2015","finishing",9,2.9,0,960,0,0,0,0,8,0.6042
"05/03/2015","sweing",7,30.1,834,1200,0,4,40,0,59,0.4576
