DEPARTMENT,TEAM,TARGETED_PRODUCTIVITY,SMV,WIP,OVER_TIME,INCENTIVE,IDLE_TIME,IDLE_MEN,NO_OF_STYLE_CHANGE,NO_OF_WORKERS,ACTUAL_PRODUCTIVITY
sweing,6,0.75,18.79,726,3360,0,0,0,0,33.0,0.750621354
finishing,7,0.7,5.13,0,1200,0,0,0,0,10.0,0.91375
sweing,7,0.7,30.1,562,840,30,0,0,1,59.0,0.700888203
sweing,8,0.6,29.4,179,0,23,5,30,2,58.0,0.600982906
finishing,9,0.8,3.94,0,960,0,0,0,0,8.0,0.586041667
sweing,9,0.65,18.79,2120,5520,0,0,0,1,51.0,0.650134
finishing,10,0.8,3.94,0,960,0,0,0,0,8.0,0.927541667
sweing,10,0.65,18.22,741,0,0,8,35,1,49.0,0.302117347
sweing,11,0.7,11.41,1054,3420,30,0,0,2,56.0,0.700614035
finishing,12,0.8,5.13,0,1080,0,0,0,0,9.0,0.9025
sweing,12,0.8,15.26,1133,4080,38,0,0,0,34.0,0.800401961
sweing,1,0.8,22.52,1374,3960,63,0,0,0,57.0,0.800279693
finishing,2,0.8,5.13,0,1440,0,0,0,0,12.0,0.919125
sweing,2,0.6,30.33,868,6840,0,0,0,1,57.0,0.328131579
sweing,3,0.7,30.1,1057,0,40,0,0,1,58.0,0.700603448
finishing,4,0.75,5.13,0,960,0,0,0,0,8.0,0.734645833
sweing,4,0.8,30.1,864,480,50,0,0,1,58.0,0.800980392
sweing,5,0.8,30.1,511,0,0,0,0,0,59.0,0.800980392
finishing,6,0.8,2.9,0,1440,0,0,0,0,12.0,0.936861111
sweing,6,0.75,18.79,759,3960,34,0,0,0,33.0,0.75065101
finishing,7,0.7,5.13,0,960,0,0,0,0,8.0,0.671875
sweing,7,0.75,30.1,553,2280,45,0,0,1,59.0,0.75053268
finishing,8,0.7,5.13,0,960,0,0,0,0,8.0,0.58
sweing,8,0.65,29.4,962,4560,0,5,30,2,57.0,0.251399254
finishing,9,0.8,3.94,0,960,0,0,0,0,8.0,0.549791667
sweing,9,0.7,18.79,1587,4560,30,0,0,1,51.0,0.70009573
finishing,10,0.8,3.94,0,960,0,0,0,0,8.0,0.64025
sweing,10,0.7,19.68,1119,5640,0,8,35,1,47.0,0.303574468
sweing,11,0.7,11.41,685,3360,30,0,0,2,56.0,0.8211125
finishing,12,0.8,5.13,0,1200,0,0,0,0,10.0,0.9918
sweing,12,0.8,15.26,1095,4080,63,0,0,0,34.0,0.800401961
sweing,1,0.8,22.52,265,3840,63,0,0,0,57.0,0.800470513
finishing,2,0.8,5.13,0,3600,0,0,0,0,15.0,0.710125
sweing,2,0.65,30.33,841,6840,0,0,0,1,57.0,0.585315789
sweing,3,0.7,30.1,247,6960,50,0,0,1,58.0,0.700603448
finishing,4,0.75,5.13,0,1920,0,0,0,0,8.0,0.684027778
sweing,4,0.8,30.1,859,7020,63,0,0,1,58.5,0.800094017
finishing,5,0.75,5.13,0,1920,0,0,0,0,8.0,0.631354167
sweing,5,0.8,30.1,276,600,63,4,15,0,59.5,0.799982853
finishing,6,0.8,2.9,0,4320,0,0,0,0,18.0,0.785864198
sweing,6,0.75,18.79,899,3960,56,0,0,0,33.0,0.75065101
sweing,7,0.75,30.1,444,0,0,5,20,1,59.0,0.611140537
finishing,8,0.7,5.13,0,1920,0,0,0,0,8.0,0.672135417
sweing,8,0.7,29.4,1116,6240,0,0,0,2,57.0,0.7
sweing,9,0.7,18.79,1603,6120,30,0,0,1,51.0,0.638614379
finishing,10,0.8,3.94,0,2400,0,0,0,0,10.0,0.733277778
sweing,10,0.7,19.68,1410,5760,0,0,0,1,48.0,0.249416667
sweing,11,0.7,11.41,653,3480,30,0,0,2,58.0,0.700540441
finishing,12,0.8,5.13,0,2160,0,0,0,0,9.0,0.609583333
sweing,12,0.8,15.26,1126,1080,38,0,0,0,34.0,0.800711494
finishing,1,0.8,3.94,0,2880,0,0,0,0,12.0,0.727349537
finishing,2,0.8,5.13,0,4800,0,0,0,0,20.0,0.8300625
sweing,2,0.7,30.33,746,6840,0,0,0,1,57.0,0.700605263
sweing,3,0.7,30.1,1041,8160,33,0,0,2,58.0,0.626577778
sweing,4,0.8,30.1,922,5820,63,0,0,1,59.0,0.80000295
sweing,5,0.8,30.1,450,5700,0,5,25,0,60.0,0.307501459
finishing,6,0.8,2.9,0,960,0,0,0,0,8.0,0.8319375
sweing,6,0.75,18.79,1055,3960,45,0,0,0,33.0,0.75065101
finishing,7,0.7,5.13,0,960,0,0,0,0,8.0,0.283958333
sweing,7,0.75,30.1,627,6960,0,4,20,1,58.0,0.393548851
sweing,8,0.7,29.4,1146,6840,40,0,0,2,57.0,0.700614035
finishing,9,0.8,3.94,0,2400,0,0,0,0,10.0,0.753525
sweing,9,0.7,18.79,1717,3240,30,0,0,1,57.0,0.627011183
finishing,10,0.8,3.94,0,960,0,0,0,0,8.0,0.385791667
sweing,10,0.7,21.25,1531,6000,0,0,0,1,50.0,0.456875
finishing,11,0.6,2.9,0,2880,0,0,0,0,12.0,0.805555556
sweing,11,0.75,11.41,834,3480,0,0,0,2,58.0,0.672140805
finishing,12,0.8,5.13,0,2400,0,0,0,0,10.0,0.78375
sweing,12,0.8,15.26,1103,4080,63,0,0,0,34.0,0.800401961
finishing,2,0.8,5.13,0,960,0,0,0,0,8.0,0.36871875
sweing,2,0.7,30.33,577,2160,30,0,0,1,58.0,0.700623
finishing,3,0.8,5.13,0,2160,0,0,0,0,18.0,0.87115
sweing,3,0.7,29.4,1228,6960,30,0,0,2,58.0,0.700362069
sweing,4,0.8,30.1,891,7140,38,0,0,1,59.0,0.800137255
sweing,5,0.8,30.1,541,7140,38,0,0,0,59.0,0.800137255
finishing,6,0.8,2.9,0,960,0,0,0,0,8.0,0.3715625
sweing,6,0.75,18.79,1100,3960,45,0,0,0,33.0,0.75065101
finishing,7,0.7,5.13,0,960,0,0,0,0,8.0,0.356458333
sweing,7,0.75,30.1,709,6960,45,0,0,1,58.0,0.750770115
finishing,8,0.7,5.13,0,960,0,0,0,0,8.0,0.930416667
sweing,8,0.7,29.4,1094,6840,40,0,0,2,57.0,0.700614035
finishing,9,0.8,2.9,0,960,0,0,0,0,8.0,0.3715625
sweing,9,0.7,18.79,1641,6000,40,0,0,1,50.0,0.60128
finishing,10,0.8,3.94,0,2400,0,0,0,0,20.0,0.955791667
sweing,10,0.7,21.25,1583,6000,0,0,0,1,50.0,0.417916667
sweing,11,0.75,11.41,826,2820,0,0,0,2,58.0,0.750293939
finishing,12,0.8,5.13,0,1080,0,0,0,0,9.0,0.9025
sweing,12,0.8,15.26,1060,4080,63,0,0,0,34.0,0.800401961
sweing,1,0.6,22.53,708,5040,0,0,0,1,42.0,0.268214286
finishing,2,0.7,3.9,0,960,0,0,0,0,8.0,0.325
sweing,2,0.7,30.33,408,1680,30,0,0,1,59.0,0.700623
finishing,3,0.8,4.6,0,1440,0,0,0,0,12.0,0.811388889
sweing,3,0.75,29.4,1172,5340,45,0,0,2,60.0,0.750176991
sweing,4,0.8,30.1,901,6480,50,0,0,1,59.0,0.800071839
sweing,5,0.8,30.1,450,7140,50,0,0,0,60.0,0.800137255
finishing,6,0.75,2.9,0,1800,0,0,0,0,15.0,0.726933333
sweing,6,0.75,18.79,913,3360,45,0,0,0,33.0,0.75065101
sweing,7,0.75,30.1,739,5640,45,0,0,1,59.0,0.750727326
finishing,8,0.7,4.6,0,960,0,0,0,0,8.0,0.791458333
sweing,8,0.7,29.4,1079,4560,40,0,0,2,58.0,0.700518519
finishing,9,0.7,2.9,0,1800,0,0,0,0,15.0,0.726933333
sweing,9,0.7,18.79,1068,3000,30,0,0,1,52.0,0.700256795
finishing,10,0.7,2.9,0,1800,0,0,0,0,15.0,0.902222222
sweing,10,0.7,21.25,1834,6360,0,0,0,1,53.0,0.471108491
finishing,11,0.7,2.9,0,960,0,0,0,0,8.0,0.5046875
sweing,11,0.75,11.61,698,3360,34,0,0,2,57.0,0.750437269
sweing,12,0.8,15.26,1062,4080,50,0,0,0,34.0,0.800401961
sweing,1,0.65,22.53,762,5040,0,0,0,1,42.0,0.581130952
finishing,2,0.7,3.9,0,960,0,0,0,0,8.0,0.440375
sweing,2,0.7,30.33,361,3960,30,0,0,1,58.0,0.700069811
finishing,3,0.8,4.6,0,2400,0,0,0,0,20.0,0.900833333
sweing,3,0.75,29.4,1283,6960,45,0,0,2,58.0,0.750206897
sweing,4,0.8,30.1,323,4080,50,0,0,1,59.0,0.800808642
finishing,5,0.8,4.6,0,1080,0,0,0,0,9.0,0.902962963
sweing,5,0.8,30.1,15,1200,49,0,0,1,59.0,0.598792339
finishing,6,0.75,2.9,0,960,0,0,0,0,8.0,0.410833333
sweing,6,0.75,18.79,1003,3960,45,0,0,1,33.0,0.75065101
finishing,7,0.75,4.6,0,960,0,0,0,0,8.0,0.676666667
sweing,7,0.8,30.1,786,7080,50,0,0,2,59.0,0.800115819
finishing,8,0.7,4.6,0,960,0,0,0,0,8.0,0.658541667
sweing,8,0.7,29.4,847,6960,30,0,0,1,58.0,0.700362069
finishing,9,0.7,2.9,0,960,0,0,0,0,8.0,0.410833333
sweing,9,0.75,18.79,1085,6240,56,0,0,1,52.0,0.970816667
finishing,10,0.7,2.9,0,1200,0,0,0,0,10.0,0.845833333
sweing,10,0.7,21.82,1653,6240,0,0,0,2,52.0,0.700058333
sweing,11,0.75,11.61,635,3360,45,0,0,0,57.0,0.750503571
finishing,12,0.8,4.6,0,1800,0,0,0,0,15.0,0.899555556
sweing,12,0.8,15.26,1053,4080,50,0,0,0,34.0,0.800401961
finishing,2,0.7,3.9,0,960,0,0,0,0,8.0,0.5565625
sweing,2,0.7,30.33,398,6960,0,0,0,1,58.0,0.66237931
finishing,3,0.8,4.6,0,6300,0,0,0,0,15.0,0.921703704
sweing,3,0.75,29.4,1244,6840,45,0,0,2,57.0,0.750473684
sweing,4,0.8,30.1,437,7080,32,0,0,2,59.0,0.495617514
finishing,5,0.8,4.6,0,7560,0,0,0,0,18.0,0.921604938
finishing,6,0.75,2.9,0,3360,0,0,0,0,8.0,0.271875
sweing,6,0.75,18.79,912,3960,45,0,0,0,33.0,0.75065101
sweing,7,0.8,30.1,694,4080,50,0,0,1,59.0,0.800808642
finishing,8,0.75,4.6,0,3360,0,0,0,0,8.0,0.376597222
sweing,8,0.75,29.4,916,6960,56,0,0,2,58.0,0.750206897
finishing,9,0.75,2.9,0,960,0,0,0,0,8.0,0.4078125
sweing,9,0.75,18.79,1020,5640,45,0,0,1,52.0,0.750371895
finishing,10,0.7,2.9,0,3360,0,0,0,0,8.0,0.410833333
sweing,10,0.7,21.82,1591,3240,0,0,0,1,52.0,0.700251773
sweing,11,0.8,11.61,816,2820,50,0,0,2,57.0,0.800516667
finishing,12,0.8,4.6,0,3780,0,0,0,0,9.0,0.590617284
sweing,12,0.8,15.26,1065,4080,63,0,0,0,34.0,0.800401961
finishing,2,0.7,3.9,0,960,0,0,0,0,8.0,0.5565625
sweing,2,0.7,30.33,512,4560,0,0,0,1,58.0,0.700211111
finishing,3,0.8,4.6,0,6300,0,0,0,0,15.0,0.921703704
sweing,3,0.75,29.4,1144,4440,45,0,0,2,57.0,0.750716981
finishing,5,0.8,4.6,0,7560,0,0,0,0,18.0,0.921604938
finishing,6,0.75,2.9,0,3360,0,0,0,0,8.0,0.271875
sweing,6,0.75,18.79,1012,3960,45,0,0,0,33.0,0.75065101
sweing,7,0.8,30.1,644,840,38,0,0,1,59.0,0.799982853
finishing,8,0.75,4.6,0,3360,0,0,0,0,8.0,0.376597222
sweing,8,0.75,29.4,792,4560,56,0,0,2,58.0,0.750425926
finishing,9,0.75,2.9,0,960,0,0,0,0,8.0,0.4078125
sweing,9,0.75,18.79,841,6240,45,0,0,1,52.0,0.750395513
finishing,10,0.7,2.9,0,3360,0,0,0,0,8.0,0.410833333
sweing,10,0.7,21.82,1448,6120,40,0,0,1,51.0,0.700236601
sweing,11,0.8,11.61,954,0,50,0,0,2,58.0,0.800779018
finishing,12,0.8,4.6,0,3780,0,0,0,0,9.0,0.590617284
sweing,12,0.8,15.26,1194,1700,62,0,0,0,34.0,0.800260821
finishing,1,0.6,3.94,0,3360,0,0,0,0,8.0,0.448722222
sweing,1,0.6,26.66,1578,6840,38,0,0,0,57.0,0.700019883
finishing,2,0.7,3.9,0,960,0,0,0,0,8.0,0.585
sweing,2,0.7,30.33,254,1800,0,0,0,0,58.0,0.683550607
finishing,3,0.8,4.6,0,10500,0,0,0,0,25.0,0.936355556
sweing,3,0.75,29.4,1143,6840,45,0,0,0,57.0,0.750473684
finishing,4,0.6,3.94,0,960,0,0,0,0,8.0,0.673083333
sweing,4,0.6,26.66,692,6840,23,0,0,0,57.0,0.600239766
sweing,5,0.6,27.48,549,6720,38,0,0,0,56.0,0.707446429
sweing,6,0.75,18.79,1193,3960,45,0,0,0,33.0,0.75065101
finishing,7,0.8,4.6,0,3360,0,0,0,0,8.0,0.350416667
sweing,7,0.8,30.1,934,6960,0,4,15,0,58.0,0.579511494
finishing,8,0.75,4.6,0,3360,0,0,0,0,8.0,0.813611111
sweing,8,0.75,29.4,622,6240,56,0,0,0,57.0,0.75075
finishing,9,0.75,2.9,0,960,0,0,0,0,8.0,0.447083333
sweing,9,0.75,18.79,895,6240,34,0,0,0,52.0,0.750395513
finishing,10,0.7,2.9,0,3360,0,0,0,0,8.0,0.664583333
sweing,10,0.7,21.82,1393,5640,30,0,0,0,52.0,0.700236601
sweing,11,0.8,11.61,347,0,50,4,20,0,57.0,0.682433036
sweing,12,0.8,15.26,1106,4080,63,0,0,0,34.0,0.800401961
finishing,1,0.65,3.94,0,3360,0,0,0,0,8.0,0.537919444
sweing,1,0.65,26.66,1527,6840,65,0,0,0,57.0,0.800579532
finishing,2,0.7,3.9,0,1200,0,0,0,0,10.0,0.92885
finishing,3,0.8,4.6,0,10080,0,0,0,0,24.0,0.86037037
sweing,3,0.8,29.4,1231,4680,50,0,0,0,57.0,0.800149813
finishing,4,0.65,3.94,0,960,0,0,0,0,8.0,0.806879167
sweing,4,0.65,26.66,832,6780,55,0,0,0,57.0,0.750254867
sweing,5,0.65,27.48,544,6720,34,0,0,0,56.0,0.700903571
sweing,6,0.75,18.79,947,2880,34,0,0,0,33.0,0.750797009
finishing,7,0.8,4.6,0,3360,0,0,0,0,8.0,0.342361111
sweing,7,0.8,30.1,616,7080,0,0,0,0,59.0,0.800115819
finishing,8,0.75,4.6,0,3360,0,0,0,0,8.0,0.773333333
sweing,8,0.75,29.4,551,6840,45,0,0,0,57.0,0.750473684
finishing,9,0.75,2.9,0,1200,0,0,0,0,10.0,0.8004
sweing,9,0.75,18.79,935,6240,45,0,0,0,52.0,0.750395513
finishing,10,0.7,2.9,0,3360,0,0,0,0,8.0,0.632361111
sweing,10,0.7,21.82,1511,3600,30,0,0,0,51.0,0.70013604
sweing,11,0.8,11.61,632,0,50,0,0,0,57.0,0.800309211
finishing,12,0.8,4.6,0,3780,0,0,0,0,9.0,0.607654321
sweing,12,0.8,15.26,1035,4080,63,0,0,0,34.0,0.800401961
finishing,1,0.7,3.94,0,3360,0,0,0,0,8.0,0.555430556
sweing,1,0.7,26.66,1562,6960,60,0,0,0,58.0,0.800566092
finishing,3,0.8,4.6,0,6300,0,0,0,0,15.0,0.902962963
sweing,3,0.8,29.4,1156,6840,50,0,0,0,57.0,0.800333333
finishing,4,0.7,3.94,0,3360,0,0,0,0,8.0,0.555430556
sweing,4,0.7,26.66,950,6960,50,0,0,0,58.0,0.750770115
finishing,5,0.7,4.6,0,3360,0,0,0,0,8.0,0.354444444
sweing,5,0.7,27.48,573,6840,30,0,0,0,57.0,0.700659649
finishing,6,0.75,2.9,0,3360,0,0,0,0,8.0,0.309333333
sweing,6,0.75,20.2,402,3120,45,0,0,0,33.0,0.750212553
finishing,7,0.8,4.6,0,4200,0,0,0,0,10.0,0.999533333
sweing,7,0.8,30.1,29,7080,50,0,0,0,59.0,0.800115819
finishing,8,0.75,4.6,0,3360,0,0,0,0,8.0,0.702777778
sweing,8,0.75,29.4,534,6840,56,0,0,0,57.0,0.750473684
sweing,9,0.75,18.79,1096,6240,34,0,0,0,52.0,0.750395513
finishing,10,0.7,2.9,0,3360,0,0,0,0,8.0,0.463194444
sweing,10,0.7,21.82,1313,5040,30,0,0,0,51.0,0.699984417
sweing,11,0.8,11.41,601,0,50,0,0,0,56.0,0.800701754
finishing,12,0.8,4.6,0,3780,0,0,0,0,9.0,0.636049383
sweing,12,0.8,15.26,983,4080,50,0,0,0,34.0,0.800401961
finishing,1,0.7,3.94,0,960,0,0,0,0,8.0,0.806879167
sweing,1,0.7,26.82,1772,6960,50,0,0,0,58.0,0.750651724
finishing,3,0.8,4.6,0,1200,0,0,0,0,10.0,0.939166667
sweing,3,0.8,29.4,1169,6840,63,0,0,0,57.0,0.800333333
finishing,4,0.7,3.94,0,960,0,0,0,0,8.0,0.806058333
sweing,4,0.7,26.82,1028,6960,60,0,0,0,58.0,0.799975862
finishing,5,0.7,4.6,0,960,0,0,0,0,8.0,0.592083333
sweing,5,0.7,27.48,586,6960,40,0,0,0,58.0,0.700424138
sweing,6,0.75,18.79,52,3960,0,0,0,0,33.0,0.332146465
finishing,7,0.8,4.6,0,8400,0,0,0,0,20.0,0.684888889
sweing,7,0.8,30.1,874,3960,50,0,0,0,59.0,0.800055762
finishing,8,0.8,4.6,0,960,0,0,0,0,8.0,0.930416667
sweing,8,0.8,29.4,30,6840,0,0,0,0,57.0,0.433263158
finishing,9,0.75,2.9,0,960,0,0,0,0,8.0,0.83375
sweing,9,0.75,18.79,1206,6240,34,0,0,0,52.0,0.750395513
sweing,10,0.7,21.82,1334,5760,30,0,0,0,53.0,0.700058333
sweing,11,0.8,11.41,433,0,38,0,0,0,56.0,0.800701754
finishing,12,0.8,4.6,0,1080,0,0,0,0,9.0,0.885925926
sweing,12,0.8,15.26,961,4080,50,0,0,0,34.0,0.800401961
finishing,1,0.7,3.94,0,960,0,0,0,0,8.0,0.812625
sweing,1,0.7,26.82,1373,6960,50,0,0,0,58.0,0.750651724
finishing,2,0.6,3.9,0,960,0,0,0,0,8.0,0.950625
sweing,2,0.6,15.28,529,1320,0,0,0,1,46.0,0.600099145
finishing,3,0.8,4.6,0,1800,0,0,0,0,15.0,0.810111111
sweing,3,0.8,29.4,797,1800,63,0,0,0,57.0,0.800534979
finishing,4,0.7,3.94,0,960,0,0,0,0,8.0,0.812625
sweing,4,0.7,26.82,1117,7080,50,0,0,0,59.0,0.750050847
sweing,5,0.7,27.48,230,6960,40,0,0,0,58.0,0.700424138
sweing,7,0.8,30.1,834,1200,0,4,40,0,59.0,0.366053523
finishing,8,0.8,4.6,0,2640,0,0,0,0,22.0,0.980984848
finishing,9,0.75,2.9,0,960,0,0,0,0,8.0,0.453125
sweing,9,0.75,18.79,1228,6240,45,0,0,0,52.0,0.750395513
sweing,10,0.7,21.82,1390,6000,30,0,0,0,50.0,0.700422
finishing,11,0.8,2.9,0,1200,0,0,0,0,10.0,0.927291667
sweing,11,0.8,11.41,455,3420,50,0,0,0,56.0,0.800701754
finishing,12,0.8,4.6,0,1080,0,0,0,0,9.0,0.868888889
sweing,12,0.8,15.26,959,4080,50,0,0,0,34.0,0.800401961
finishing,1,0.7,3.94,0,960,0,0,0,0,8.0,0.664875
sweing,1,0.7,26.82,1267,8160,70,0,0,0,58.0,0.850045
finishing,2,0.65,3.9,0,1920,0,0,0,0,8.0,0.528125
sweing,2,0.65,16.1,626,4200,0,0,0,1,45.0,0.65024031
sweing,3,0.8,29.4,983,6840,63,0,0,1,57.0,0.800578947
finishing,4,0.7,3.94,0,960,0,0,0,0,8.0,0.664875
sweing,4,0.7,26.82,1195,6960,60,0,0,0,58.0,0.800746552
sweing,5,0.7,27.48,541,6960,24,0,0,1,58.0,0.408960345
finishing,7,0.8,4.6,0,6000,0,0,0,0,25.0,0.825444444
finishing,8,0.8,4.6,0,3600,0,0,0,0,15.0,0.590740741
sweing,9,0.75,18.79,1226,3480,45,0,0,0,51.0,0.749987124
sweing,10,0.7,21.82,1251,6000,30,0,0,0,50.0,0.700422
finishing,11,0.8,2.9,0,960,0,0,0,0,8.0,0.657083333
sweing,11,0.8,11.41,471,3420,50,0,0,0,58.0,0.800034503
finishing,12,0.8,4.6,0,1080,0,0,0,0,9.0,0.868888889
sweing,12,0.8,15.26,986,4080,75,0,0,0,34.0,0.850520588
finishing,1,0.75,3.94,0,960,0,0,0,0,8.0,0.890604167
sweing,1,0.75,26.82,1254,6960,65,0,0,0,58.0,0.85007069
finishing,2,0.7,3.9,0,1200,0,0,0,0,10.0,0.884
sweing,2,0.7,16.1,928,4800,30,0,0,1,45.0,0.700106061
finishing,3,0.8,4.6,0,1440,0,0,0,0,12.0,0.951944444
sweing,3,0.8,30.1,1278,3360,50,0,0,1,57.0,0.800511068
finishing,4,0.75,3.94,0,960,0,0,0,0,8.0,0.890604167
sweing,4,0.75,26.82,1082,6840,65,0,0,0,57.0,0.850084211
finishing,6,0.6,2.9,0,960,0,0,0,0,8.0,0.271875
sweing,6,0.6,23.41,1266,2520,23,0,0,1,38.0,0.601037091
finishing,8,0.6,3.9,0,960,0,0,0,0,8.0,0.4509375
sweing,8,0.6,30.48,869,6720,0,0,0,1,56.0,0.600528571
finishing,9,0.75,2.9,0,1080,0,0,0,0,9.0,0.929074074
sweing,9,0.75,18.79,1239,5640,45,0,0,0,52.0,0.750371895
finishing,10,0.7,2.9,0,960,0,0,0,0,8.0,0.441041667
sweing,10,0.7,21.82,1335,6000,30,0,0,0,50.0,0.700422
finishing,11,0.8,2.9,0,960,0,0,0,0,8.0,0.755208333
sweing,11,0.8,11.41,313,3420,50,0,0,0,58.0,0.800034503
finishing,12,0.8,4.6,0,1080,0,0,0,0,9.0,0.945555556
sweing,12,0.8,15.26,1064,4080,63,0,0,0,34.0,0.800401961
sweing,1,0.75,26.82,1322,7140,65,0,0,0,59.0,0.850426891
sweing,2,0.7,16.1,817,5520,30,0,0,1,45.0,0.700516224
sweing,3,0.8,30.1,964,5160,50,0,0,1,58.0,0.800842424
sweing,4,0.75,26.82,1079,7020,65,0,0,0,58.0,0.850446154
sweing,5,0.6,26.82,919,7080,23,0,0,1,59.0,0.600040678
sweing,6,0.65,23.41,1262,4560,35,0,0,1,38.0,0.650962281
sweing,8,0.65,30.48,953,6720,26,0,0,1,56.0,0.650421429
sweing,9,0.75,18.79,1193,6240,45,0,0,0,52.0,0.750395513
sweing,10,0.7,21.82,1576,6000,30,0,0,0,50.0,0.700422
sweing,11,0.8,11.41,357,3420,50,0,0,0,58.0,0.800034503
sweing,12,0.8,15.26,1132,4080,63,0,0,0,34.0,0.800401961
finishing,1,0.75,3.94,0,960,0,0,0,0,8.0,0.880754167
sweing,1,0.75,26.82,1574,7080,75,0,0,0,59.0,0.900061017
finishing,2,0.7,3.9,0,960,0,0,0,0,8.0,0.741
sweing,2,0.7,16.1,957,5400,40,0,0,1,45.0,0.700051852
finishing,3,0.8,4.6,0,1440,0,0,0,0,12.0,0.894444444
sweing,3,0.8,30.1,756,6960,63,0,0,1,58.0,0.800071839
finishing,4,0.75,3.94,0,960,0,0,0,0,8.0,0.881575
sweing,4,0.75,26.82,1104,5880,65,0,0,0,59.0,0.850084211
finishing,5,0.6,3.94,0,1440,0,0,0,0,12.0,0.909391667
sweing,5,0.65,26.82,1001,7080,26,0,0,1,59.0,0.650044068
sweing,6,0.7,23.41,1180,4560,30,0,0,1,38.0,0.700246491
sweing,7,0.6,30.48,1017,6840,25,0,0,1,57.0,0.630402924
finishing,8,0.65,3.9,0,960,0,0,0,0,8.0,0.560625
sweing,8,0.7,30.48,923,6840,30,0,0,1,57.0,0.700505263
finishing,9,0.75,2.9,0,1800,0,0,0,0,15.0,0.821666667
sweing,9,0.75,18.79,1247,6240,45,0,0,0,52.0,0.750395513
finishing,10,0.7,2.9,0,960,0,0,0,0,8.0,0.39875
sweing,10,0.75,21.82,1499,6000,34,0,0,0,50.0,0.750608
finishing,11,0.8,2.9,0,960,0,0,0,0,8.0,0.758229167
sweing,11,0.8,11.41,338,3420,50,0,0,0,58.0,0.800034503
finishing,12,0.8,4.6,0,1080,0,0,0,0,9.0,0.92
sweing,12,0.8,15.26,1069,4080,63,0,0,0,34.0,0.800401961
finishing,1,0.75,3.94,0,1920,0,0,0,0,8.0,0.812625
sweing,1,0.75,26.82,1322,7080,45,0,0,0,59.0,0.750050847
finishing,2,0.75,3.9,0,1920,0,0,0,0,8.0,0.819270833
sweing,2,0.75,16.1,971,5400,45,0,0,1,45.0,0.750140741
finishing,3,0.8,4.6,0,1920,0,0,0,0,8.0,0.786631944
sweing,3,0.8,30.1,735,6960,63,0,0,1,58.0,0.800071839
finishing,4,0.75,3.94,0,1920,0,0,0,0,8.0,0.813309028
sweing,4,0.75,26.82,1054,7080,45,0,0,0,59.0,0.750050847
finishing,5,0.7,3.94,0,1440,0,0,0,0,12.0,0.75885
sweing,5,0.7,26.82,992,6960,30,0,0,1,58.0,0.700556897
finishing,6,0.7,2.9,0,720,0,0,0,0,6.0,0.394722222
sweing,6,0.7,23.41,1128,4560,40,0,0,1,38.0,0.700246491
finishing,7,0.65,3.9,0,960,0,0,0,0,8.0,0.625625
sweing,7,0.65,30.48,935,6840,26,0,0,1,57.0,0.650596491
finishing,8,0.7,3.9,0,960,0,0,0,0,8.0,0.625625
sweing,8,0.7,30.48,914,6840,30,0,0,1,57.0,0.700505263
finishing,9,0.75,2.9,0,1800,0,0,0,0,15.0,0.505888889
sweing,9,0.75,18.79,290,5040,45,0,0,0,52.0,0.750347333
finishing,10,0.75,2.9,0,960,0,0,0,0,8.0,0.628333333
sweing,10,0.75,21.82,1674,6000,34,0,0,0,50.0,0.750608
finishing,11,0.8,2.9,0,2400,0,0,0,0,10.0,0.874027778
sweing,11,0.8,11.41,560,3420,50,0,0,0,58.0,0.800034503
finishing,12,0.8,4.6,0,2160,0,0,0,0,9.0,0.922839506
sweing,12,0.8,15.26,470,4080,63,0,0,0,34.0,0.800401961
